entry_date,exit_date,side,holding_days,trade_return,entry_equity,exit_equity,status
2024-04-26,2024-05-24,long_spread,20,-0.1364574920922259,9772.191597763627,8614.198556683004,closed
2024-05-28,2024-06-26,long_spread,20,-0.01275904892183588,8684.169815706537,8483.385394381557,closed
2024-06-27,2024-07-25,long_spread,19,0.0713157806670337,8332.538989941411,9066.044715503394,closed
2024-09-05,2024-10-03,short_spread,20,-0.06014884995945213,9233.296047536649,8499.787952621788,closed
2024-10-04,2024-11-01,short_spread,20,0.043781921875862606,8413.620306568657,8850.11714777832,closed
2024-11-04,2024-11-08,short_spread,4,0.03575925236103372,8881.246410595553,9144.058552918728,closed
2025-01-23,2025-01-31,long_spread,6,0.0631192275776511,9030.58346046621,9697.328966995146,closed
2025-03-04,2025-04-01,short_spread,20,0.1496946303126543,10199.643221092723,11121.562044706097,closed
2025-04-02,2025-04-04,short_spread,2,-0.009147483167912362,11414.109916051804,10992.740180157562,closed
2025-04-24,2025-05-22,long_spread,20,-0.18187084141542476,9918.336022954549,8971.374622759182,closed
2025-05-23,2025-06-24,long_spread,20,-0.1372583398430427,8838.634370602304,7720.953188039214,closed
2025-06-25,2025-07-24,long_spread,20,-0.04729368943479473,7598.300743781075,7337.719715799293,closed
2025-07-25,2025-08-22,long_spread,20,-0.08288114305630101,7318.52173134378,6713.019352464171,closed
2025-08-25,2025-09-23,long_spread,20,-0.21277821594432322,6592.885873856484,5271.645041760048,closed
2025-09-24,2025-10-22,long_spread,20,-0.03131375452547558,5373.930550814676,5094.01771088153,closed
2025-10-23,2025-11-20,long_spread,20,-0.13679693362873624,4772.141225590072,4386.363130390111,closed
2025-11-21,2025-12-15,long_spread,15,0.11224838693933425,4373.643528470275,4866.7330436348675,closed
2026-01-28,2026-02-02,long_spread,3,0.26361335956482734,5733.896658486923,6134.5525440883075,closed
2026-07-01,2026-07-14,long_spread,8,0.32928410939007824,6607.20752421591,8134.518687200756,closed
