entry_date,exit_date,side,holding_days,trade_return,entry_equity,exit_equity,status
2024-03-21,2024-04-19,short_spread,20,0.004334289459960061,9968.033529267152,10028.064230845626,closed
2024-04-22,2024-05-20,short_spread,20,-0.08197606634645094,9917.683318709687,9191.998130774704,closed
2024-05-21,2024-06-20,short_spread,20,0.01757137909364137,9255.191389019685,9339.284968370142,closed
2024-06-21,2024-07-22,short_spread,20,-0.06310340169074402,9361.053190372233,8736.633265748773,closed
2024-07-23,2024-08-20,short_spread,20,-0.15710242442204903,8660.896785804409,7352.884213615015,closed
2024-08-21,2024-09-19,short_spread,20,-0.0872035874414927,7277.004099840363,6701.476026696063,closed
2024-09-20,2024-10-18,short_spread,20,-0.06185703163279077,6651.761512398533,6277.378457718853,closed
2024-10-21,2024-11-18,short_spread,20,0.00010385397574985689,6321.101471455565,6268.479791944449,closed
2024-11-19,2024-12-17,short_spread,19,0.03905201184912532,6316.75028653134,6503.3680690150395,closed
2025-01-17,2025-02-18,short_spread,20,-0.052224076829511024,6429.121372973547,6154.358952274939,closed
2025-02-19,2025-03-19,short_spread,20,-0.03681522715677521,6096.4967054133,5918.767051978919,closed
2025-03-20,2025-04-11,short_spread,16,0.06882627623691606,5946.0816493503835,6316.509973266164,closed
2025-05-05,2025-06-03,short_spread,20,0.013072837286924655,6340.4753500170045,6389.349927289117,closed
2025-06-04,2025-06-10,short_spread,4,0.02965497689023544,6510.970300938633,6568.817763151522,closed
2025-07-15,2025-08-04,short_spread,14,0.04098602400381557,6642.398564618337,6827.644950440808,closed
2025-08-08,2025-09-08,short_spread,20,-0.04594454312029417,6714.7923114055975,6504.04242512221,closed
2025-09-09,2025-10-07,short_spread,20,-0.06520432753127636,6506.463306766588,6070.701449283751,closed
2025-10-08,2025-11-05,short_spread,20,-0.01850708814708335,6018.663651063739,5949.286166349731,closed
2025-11-06,2025-12-05,short_spread,20,-0.018295708085788287,5849.485820062218,5831.554861535655,closed
2025-12-08,2025-12-09,short_spread,1,0.03407106158992157,6030.242126388042,6021.068483431604,closed
2026-01-29,2026-02-27,long_spread,20,0.1508961485830258,6020.765075405542,6919.082679050226,closed
2026-03-02,2026-03-19,long_spread,13,-0.07430994568474014,6834.716471921371,6395.182381630751,closed
2026-04-10,2026-04-22,short_spread,8,0.05536255181461569,6453.628554097657,6738.9685688654845,closed
2026-06-02,2026-06-25,long_spread,16,0.08327352950191247,6839.075635816162,7289.040753290982,closed
2026-07-23,2026-08-20,short_spread,20,0.007255645384703913,7321.548061492158,7330.758374112871,closed
2026-08-21,2026-08-24,short_spread,1,0.01745451590195568,7458.713212727219,7447.366475648684,closed
