entry_date,exit_date,side,holding_days,trade_return,entry_equity,exit_equity,status
2024-02-06,2024-03-06,short_spread,20,-0.07237767907992332,9849.452443766335,9257.973754285069,closed
2024-03-07,2024-04-05,short_spread,20,0.07994585113763675,8990.644254686806,9978.440695864856,closed
2024-05-03,2024-06-03,long_spread,20,-0.07991913547576202,9742.337805484784,9162.91027767186,closed
2024-06-04,2024-07-03,long_spread,20,0.016358294177727828,9055.815415554347,9294.478446013707,closed
2024-07-05,2024-08-02,long_spread,20,-0.0412595857857575,9285.652959839683,8893.461192877972,closed
2024-08-05,2024-08-20,long_spread,11,0.037108418248466224,8932.157822503374,9205.337772410767,closed
2024-10-08,2024-11-05,short_spread,20,-0.05803680999144367,9110.0972731621,8654.03038040972,closed
2024-11-06,2024-12-05,short_spread,20,-0.025141919150364456,8489.840269634704,8419.85410720048,closed
2024-12-06,2025-01-07,short_spread,20,-0.055267813912262875,8419.207637411087,7938.857982855915,closed
2025-01-08,2025-02-07,short_spread,20,-0.10966499875225044,7925.609834474579,7054.337517527656,closed
2025-02-10,2025-03-10,short_spread,19,0.10865164442540198,6952.572871510161,7805.416736120408,closed
2025-04-07,2025-05-06,long_spread,20,0.058066449062011305,8066.154647447212,8242.402024548179,closed
2025-05-07,2025-05-09,long_spread,2,0.030077534411391715,8341.171886007318,8473.609849898085,closed
2025-07-18,2025-07-29,long_spread,7,0.07134907337650453,8638.78735852309,9060.334195949805,closed
2025-09-17,2025-10-08,short_spread,15,0.03966381389375084,8935.988915993,9401.169880074473,closed
2025-10-31,2025-12-01,short_spread,20,-0.005266004839197369,9586.025699124964,9333.265403063524,closed
2025-12-02,2025-12-04,short_spread,2,0.01926207675763192,9420.894471376554,9494.328117521281,closed
2026-01-20,2026-02-18,long_spread,20,-0.09199237759896062,9559.549564202895,8603.962042937266,closed
2026-02-19,2026-03-19,long_spread,20,-0.08516283024649296,8490.80240113954,7855.738935145227,closed
2026-03-20,2026-04-20,long_spread,20,-0.059906672524766336,7786.1063844389,7370.598722005284,closed
2026-04-21,2026-05-19,long_spread,20,-0.03409366463996899,7168.478049009811,7105.301924643615,closed
2026-05-20,2026-06-18,long_spread,20,-0.019541524874124194,7155.768530956391,6952.748130304939,closed
2026-06-22,2026-07-09,long_spread,12,0.019029706078146802,6901.524269632418,7071.118190804377,closed
2026-07-27,2026-08-24,short_spread,20,-0.11050488302967876,6954.01287440769,6277.351094835032,closed
2026-08-25,2026-08-28,short_spread,4,0.023172618033290737,6193.798320280014,6422.8137540165035,open_at_end
