date,price_a,price_b,spread,zscore,position,hedge_ratio,raw_position,tradable_position,return_a,return_b,gross_strategy_return,transaction_cost,strategy_return,equity
2022-06-01,39.8903,52.4088,5.931400020067423,0.4089989326080922,0,-0.5671191144124537,0,0.0,0.003905866601568997,-0.017500182781769902,-0.0,0.0,-0.0,10876.726742027793
2022-06-02,39.1354,51.6524,5.904049566238154,-0.2904206460265379,0,-0.5671191144124537,0,0.0,-0.018924400167459443,-0.014432690693165995,-0.0,0.0,-0.0,10876.726742027793
2022-06-03,41.0226,50.7056,5.940653396933969,0.6750666426952134,0,-0.5671191144124537,0,0.0,0.048222325567133684,-0.01833022279700469,0.0,0.0,0.0,10876.726742027793
2022-06-06,43.0562,50.9021,5.9912300174157895,1.922056219258662,0,-0.5671191144124537,0,0.0,0.04957267457450287,0.0038753116026633005,0.0,0.0,0.0,10876.726742027793
2022-06-07,39.3212,50.2726,5.893430371344532,-0.5691110682058684,0,-0.5671191144124537,0,0.0,-0.08674708868873704,-0.01236687680861892,-0.0,0.0,-0.0,10876.726742027793
2022-06-08,40.3151,49.341,5.907784786124685,-0.20579117261079097,0,-0.5671191144124537,0,0.0,0.02527644120728767,-0.01853096915616048,0.0,0.0,0.0,10876.726742027793
2022-06-09,39.6405,49.5728,5.893568061093447,-0.5686169816621861,0,-0.5671191144124537,0,0.0,-0.016733184340358753,0.004697918566709314,-0.0,0.0,-0.0,10876.726742027793
2022-06-10,39.6071,50.0635,5.898311201827179,-0.45367819732132647,0,-0.5671191144124537,0,0.0,-0.000842572621435167,0.009898573411225353,0.0,0.0,0.0,10876.726742027793
2022-06-13,40.5976,48.521,5.905263478768584,-0.278597178211709,0,-0.5671191144124537,0,0.0,0.02500814247950478,-0.030810870194852513,0.0,0.0,0.0,10876.726742027793
2022-06-14,38.1976,50.0394,5.861802422693236,-1.3540047980251069,0,-0.5671191144124537,0,0.0,-0.0591167950814826,0.031293666659796715,-0.0,0.0,-0.0,10876.726742027793
2022-06-15,38.2108,50.0886,5.862705266315393,-1.2980770645870872,0,-0.5671191144124537,0,0.0,0.0003455714495150808,0.0009832252185277834,0.0,0.0,0.0,10876.726742027793
