date,price_a,price_b,spread,zscore,position,hedge_ratio,raw_position,tradable_position,return_a,return_b,gross_strategy_return,transaction_cost,strategy_return,equity
2022-06-01,39.8903,177.9595,7.686421334930859,-0.4909253669307832,0,-0.7720244944194025,0,0.0,0.003905866601568997,-0.009546692134901558,-0.0,0.0,-0.0,11459.811091908636
2022-06-02,39.1354,182.0236,7.684748161960693,-0.4950037471171094,0,-0.7720244944194025,0,0.0,-0.018924400167459443,0.022837218580632035,-0.0,0.0,-0.0,11459.811091908636
2022-06-03,41.0226,181.0683,7.727781443653637,0.29150430980673037,0,-0.7720244944194025,0,0.0,0.048222325567133684,-0.0052482205604108545,0.0,0.0,0.0,11459.811091908636
2022-06-06,43.0562,177.4228,7.7604625557201645,0.8731927221159378,0,-0.7720244944194025,0,0.0,0.04957267457450287,-0.02013328672108816,0.0,0.0,0.0,11459.811091908636
2022-06-07,39.3212,166.7354,7.621756209379379,-1.5404774520596642,1,-0.7720244944194025,1,0.0,-0.08674708868873704,-0.06023690303613738,-0.0,0.0,-0.0,11459.811091908636
2022-06-08,40.3151,164.853,7.637952951413532,-1.1923756074516847,1,-0.7720244944194025,1,1.0,0.02527644120728767,-0.01128974410952921,0.016560482219003955,0.0008860122472097012,0.015674469971794253,11639.437556751192
2022-06-09,39.6405,158.51,7.590786658296039,-1.9007003692039737,1,-0.7720244944194025,1,1.0,-0.016733184340358753,-0.03847670348734944,-0.04643814189710496,0.0,-0.04643814189710496,11098.923703888287
2022-06-10,39.6071,152.8478,7.561861318085233,-2.2117161037679844,1,-0.7720244944194025,1,1.0,-0.000842572621435167,-0.03572140558955261,-0.02842037271165994,0.0,-0.02842037271165994,10783.488155525505
2022-06-13,40.5976,155.3136,7.598917079481014,-1.5121732883561139,1,-0.7720244944194025,1,1.0,0.02500814247950478,0.016132387904830736,0.037462741095509414,0.0,0.037462741095509414,11187.467180402451
2022-06-14,38.1976,157.5464,7.549000475255012,-2.1567724210535633,1,-0.7720244944194025,1,1.0,-0.0591167950814826,0.014376075243893727,-0.048018112859580256,0.0,-0.048018112859580256,10650.266118721036
2022-06-15,38.2108,151.6349,7.5198204041160945,-2.368612244120247,1,-0.7720244944194025,1,1.0,0.0003455714495150808,-0.03752227915077733,-0.028622547141327472,0.0,-0.028622547141327472,10345.42837467026
2022-06-16,38.8971,154.2547,7.550846277588734,-1.8024376388666867,1,-0.7720244944194025,1,1.0,0.017960890638248905,0.017277025275843627,0.03129917734190332,0.0,0.03129917734190332,10669.231772047024
2022-06-17,37.8403,155.694,7.530471360240592,-1.9554982254039732,1,-0.7720244944194025,1,1.0,-0.027169120577112515,0.009330671934145052,-0.019965613294560876,0.0,-0.019965613294560876,10456.21401633629
2022-06-20,37.1866,153.2884,7.501023645426214,-2.2193737658438453,1,-0.7720244944194025,1,1.0,-0.017275233018765768,-0.015450820198594672,-0.029203644670950914,0.0,-0.029203644670950914,10150.854457599788
2022-06-21,37.9517,155.572,7.532805800075586,-1.673578092628644,1,-0.7720244944194025,1,1.0,0.02057461558733542,0.014897409066831013,0.03207578029031466,0.0,0.03207578029031466,10476.45103494072
2022-06-22,37.8369,150.6073,7.50473735604777,-1.9389011254122483,1,-0.7720244944194025,1,1.0,-0.003024897435424556,-0.03191255495847578,-0.027662171542873214,0.0,-0.027662171542873214,10186.649649251678
2022-06-23,39.2658,147.0374,7.523286500595317,-1.594757371465487,1,-0.7720244944194025,1,1.0,0.037764721739888873,-0.023703366304289486,0.01946514235278188,0.0,0.01946514235278188,10384.934234772276
2022-06-24,37.9813,142.8783,7.467874239520642,-2.1645738429876342,1,-0.7720244944194025,1,1.0,-0.03271294612614539,-0.028286000704582648,-0.05455043151924767,0.0,-0.05455043151924767,9818.43159096644
2022-06-27,40.2095,139.7512,7.5077990606504095,-1.556783242899731,1,-0.7720244944194025,1,1.0,0.05866571181081226,-0.021886458615478888,0.041768829663566,0.0,0.041768829663566,10228.535987652893
